CalendarDate,ProductID,StoreID
2018-02-16,11,10
2018-08-05,19,2
2018-02-15,3,7
2018-10-02,1,15
2018-07-16,18,13
2018-05-25,11,16
2018-01-25,4,19
2018-02-14,11,13
2018-02-01,11,16
2018-11-27,1,4
2018-09-26,19,5
2018-04-08,10,10
2018-12-02,17,16
2018-03-02,7,22
2018-07-21,10,10
2018-01-05,19,6
2018-03-04,20,20
2018-02-03,6,6
2018-03-17,19,13
2018-08-14,19,7
2018-09-28,16,18
2018-12-18,8,3
2018-09-07,17,16
2018-04-05,3,3
2018-09-04,6,18
2018-09-04,4,22
2018-03-17,12,7
2018-04-27,5,14
2018-06-14,10,24
2018-02-21,8,16
2018-10-15,2,16
2018-08-03,2,14
2018-10-24,18,21
2018-05-01,14,15
2018-05-08,1,13
2018-07-02,10,5
2018-08-03,12,4
2018-05-01,7,20
2018-03-26,9,11
2018-02-06,8,11
2018-09-08,18,22
2018-02-24,11,17
2018-02-25,19,23
2018-07-14,2,14
2018-10-07,4,25
2018-09-27,11,23
2018-05-14,14,19
2018-04-12,15,2
2018-06-03,7,14
2018-03-12,18,22
2018-01-01,18,5
2018-07-16,2,13
2018-10-04,15,23
2018-10-25,11,5
2018-03-05,13,25
2018-02-22,2,12
2018-03-10,2,14
2018-11-08,18,10
2018-04-26,20,11
2018-09-20,18,17
2018-09-05,7,7
2018-02-19,15,16
2018-02-11,5,8
2018-08-20,9,10
2018-08-23,17,15
2018-06-23,4,15
2018-06-28,1,23
2018-08-04,14,21
2018-04-01,18,12
2018-08-18,4,1
2018-04-16,17,1
2018-11-05,4,19
2018-02-17,8,15
2018-03-19,16,25
2018-08-10,20,5
2018-10-15,15,3
2018-09-26,8,10
2018-09-18,13,4
2018-03-18,20,20
2018-08-13,2,12
2018-05-16,13,8
2018-03-03,4,25
2018-03-10,20,6
2018-03-06,15,10
2018-11-03,10,12
2018-03-26,20,22
2018-01-05,12,13
2018-05-10,9,20
2018-11-22,6,14
2018-07-05,8,21
2018-10-30,13,7
2018-02-26,5,16
2018-06-03,19,6
2018-05-23,13,12
2018-07-15,10,20
2018-01-12,4,23
2018-07-28,7,23
2018-05-16,9,16
2018-01-05,1,19
2018-08-31,16,25
2018-01-09,12,21
2018-11-21,13,1
2018-05-22,3,13
2018-12-04,9,16
2018-05-01,4,10
2018-04-14,14,16
2018-07-05,18,7
2018-12-22,15,25
2018-05-31,13,12
2018-05-12,19,14
2018-03-15,1,7
2018-04-02,3,14
2018-03-15,15,22
2018-05-30,10,12
2018-08-14,12,7
2018-09-27,12,20
2018-09-19,4,2
2018-12-21,3,21
2018-04-24,11,23
2018-01-25,3,9
2018-09-24,6,10
2018-04-23,12,8
2018-10-05,9,1
2018-03-12,3,9
2018-06-25,8,12
2018-11-13,3,8
2018-04-02,14,17
2018-04-05,16,7
2018-10-12,7,21
2018-11-10,2,14
2018-01-15,13,7
2018-10-18,17,3
2018-08-08,16,20
2018-12-30,8,8
2018-05-25,3,19
2018-05-08,2,16
2018-11-02,6,13
2018-06-12,16,12
2018-01-16,2,13
2018-01-26,20,10
2018-11-22,18,13
2018-05-29,2,3
2018-03-28,5,18
2018-07-17,6,1
2018-10-21,2,17
2018-10-25,3,14
2018-03-20,8,18
2018-03-07,12,22
2018-10-09,14,22
2018-12-22,12,16
2018-03-13,19,24
2018-05-03,4,6
2018-02-27,18,6
2018-11-01,6,24
2018-08-30,19,23
2018-08-05,13,16
2018-06-01,1,9
2018-01-14,11,5
2018-08-14,20,10
2018-01-19,11,1
2018-07-28,20,15
2018-01-28,9,8
2018-12-14,2,23
2018-05-16,12,17
2018-06-13,7,8
2018-03-14,8,23
2018-08-10,4,2
2018-07-18,17,18
2018-05-19,19,5
2018-07-16,5,6
2018-08-03,11,15
2018-06-17,4,25
2018-07-26,3,14
2018-10-09,12,8
2018-09-07,3,23
2018-05-26,8,12
2018-08-07,16,12
2018-07-13,8,20
2018-03-19,4,2
2018-08-17,6,1
2018-04-07,3,17
2018-12-05,15,14
2018-09-22,8,18
2018-04-17,12,19
2018-01-15,15,17
2018-09-24,18,11
2018-03-24,8,5
2018-12-29,3,20
2018-06-08,13,7
2018-09-22,4,2
2018-11-16,9,23
2018-05-10,20,14
2018-12-22,20,25
2018-09-06,6,11
2018-04-28,19,21
2018-08-16,18,25
2018-03-04,8,16
2018-04-20,15,5
2018-02-01,15,15
2018-08-09,13,22
2018-09-13,2,24
2018-03-30,9,24
2018-04-07,4,6
2018-04-22,16,9
2018-05-29,14,14
2018-03-01,9,16
2018-08-12,3,9
2018-01-04,10,25
2018-03-31,10,8
2018-10-20,20,19
2018-06-09,12,9
2018-02-26,17,10
2018-03-14,7,21
2018-03-03,20,19
2018-01-29,13,3
2018-06-17,12,24
2018-06-27,6,24
2018-07-01,10,19
2018-11-21,6,23
2018-10-01,12,21
2018-01-11,6,24
2018-01-07,12,13
2018-07-15,9,10
2018-05-23,13,15
2018-04-08,12,23
2018-04-29,15,11
2018-09-27,2,16
2018-04-07,10,20
2018-10-14,20,22
2018-10-12,16,3
2018-03-16,8,1
2018-12-29,2,22
2018-02-06,13,22
2018-03-19,12,9
2018-01-08,6,19
2018-10-21,16,14
2018-12-10,15,12
2018-03-11,6,12
2018-10-26,13,12
2018-09-26,8,13
2018-07-27,14,15
2018-09-29,14,21
2018-05-26,16,9
2018-02-01,7,18
2018-03-28,13,1
2018-06-03,9,2
2018-08-26,10,8
2018-08-28,5,25
2018-06-20,6,2
2018-04-16,5,6
2018-03-31,7,16
2018-12-01,10,6
2018-02-22,2,11
2018-11-03,15,2
2018-06-22,3,1
2018-11-19,15,12
2018-04-19,17,6
2018-12-10,18,24
2018-06-30,14,19
2018-12-14,4,13
2018-06-29,4,14
2018-03-27,4,7
2018-02-23,10,9
2018-03-18,11,19
2018-11-21,1,5
2018-11-24,19,1
2018-07-04,5,18
2018-11-01,19,16
2018-06-06,19,21
2018-08-28,8,1
2018-10-24,11,7
2018-07-07,12,20
2018-09-18,5,2
2018-06-26,5,6
2018-02-16,17,11
2018-06-25,3,6
2018-03-24,7,12
2018-05-27,18,18
2018-12-15,11,1
2018-06-30,5,6
2018-12-17,13,5
2018-12-24,5,20
2018-08-26,11,9
2018-09-29,20,13
2018-11-18,4,16
2018-07-21,16,3
2018-09-22,8,9
2018-02-17,11,18
2018-12-27,13,19
2018-09-12,8,22
2018-11-11,1,19
2018-02-19,14,16
2018-02-19,6,15
2018-04-28,6,20
2018-05-23,7,7
2018-01-26,18,15
2018-09-26,13,16
2018-08-13,17,24
2018-08-28,6,18
2018-11-12,11,19
2018-03-25,1,22
2018-08-30,16,6
2018-10-25,2,20
2018-05-29,10,25
2018-04-01,2,16
2018-04-28,1,3
2018-02-10,8,11
2018-08-24,10,9
2018-01-23,17,24
2018-06-14,8,10
2018-05-06,18,8
2018-02-28,2,10
2018-08-25,14,25
2018-01-19,9,11
2018-03-26,19,13
2018-09-06,7,14
2018-09-17,2,23
2018-05-12,1,5
2018-05-21,12,9
2018-08-31,5,20
2018-01-14,14,9
2018-09-21,10,4
2018-12-13,12,7
2018-01-28,17,1
2018-08-02,5,14
2018-03-30,2,13
2018-07-19,2,15
2018-07-07,1,3
2018-08-08,8,21
2018-03-16,17,4
2018-06-25,20,2
2018-08-10,1,16
2018-11-05,19,16
2018-01-28,12,7
2018-10-26,16,4
2018-10-14,7,1
2018-07-25,15,4
2018-10-17,8,18
2018-09-09,6,8
2018-01-19,4,23
2018-05-30,15,6
2018-09-08,17,4
2018-05-31,20,14
2018-07-11,10,16
2018-07-12,2,1
2018-04-16,18,22
2018-08-28,7,2
2018-01-21,7,11
2018-09-10,9,7
2018-10-17,10,6
2018-11-08,14,10
2018-06-03,7,9
2018-01-17,7,14
2018-11-22,10,9
2018-09-03,3,19
2018-05-11,6,25
2018-07-20,4,21
2018-08-26,10,21
2018-07-02,20,3
2018-12-12,15,18
2018-12-11,5,23
2018-02-02,13,24
2018-02-23,13,13
2018-12-19,14,11
2018-09-24,14,8
2018-03-16,13,19
2018-10-05,7,14
2018-04-23,3,23
2018-12-03,7,5
2018-01-02,10,13
2018-12-16,3,16
2018-11-15,3,22
2018-12-06,6,12
2018-03-23,15,20
2018-07-23,16,18
2018-06-24,2,13
2018-05-17,7,18
2018-08-11,19,13
2018-01-10,7,25
2018-11-29,15,13
2018-10-30,12,19
2018-01-30,13,18
2018-09-04,16,25
2018-12-10,13,7
2018-05-11,18,14
2018-11-10,10,12
2018-04-22,19,12
2018-04-03,19,25
2018-05-07,12,3
2018-06-13,2,1
2018-03-09,14,17
2018-04-06,17,16
2018-01-15,5,5
2018-03-13,4,5
2018-03-17,14,22
2018-08-04,20,24
2018-04-14,5,10
2018-03-07,20,21
2018-09-09,5,13
2018-05-15,5,10
2018-01-18,2,14
2018-03-06,4,12
2018-04-17,20,4
2018-01-05,7,3
2018-02-10,3,1
2018-07-12,18,19
2018-06-02,20,10
2018-02-23,20,14
2018-02-28,7,2
2018-08-17,15,2
2018-07-10,6,22
2018-08-02,14,21
2018-09-07,6,1
2018-07-06,17,24
2018-03-09,16,9
2018-09-15,17,18
2018-07-12,19,10
2018-08-14,4,5
2018-12-01,20,4
2018-06-02,9,7
2018-06-02,14,7
2018-04-09,2,18
2018-03-25,7,25
2018-10-12,15,10
2018-12-29,8,10
2018-01-29,3,7
2018-01-15,12,21
2018-02-26,20,18
2018-10-06,2,14
2018-09-15,19,9
2018-10-08,12,22
2018-08-03,8,10
2018-02-21,6,19
2018-09-10,2,1
2018-07-19,20,24
2018-09-21,11,22
2018-05-19,17,1
2018-10-27,14,25
2018-04-25,6,6
2018-07-28,5,11
2018-01-05,15,21
2018-08-16,4,20
2018-11-29,5,14
2018-06-28,15,22
2018-04-09,4,13
2018-09-14,3,11
2018-08-03,1,22
2018-07-05,18,9
2018-01-19,14,4
2018-08-30,17,13
2018-03-20,5,23
2018-02-10,11,8
2018-01-21,10,22
2018-11-03,14,2
2018-04-01,20,7
2018-11-09,7,23
2018-11-15,9,12
2018-04-07,9,11
2018-01-22,4,23
2018-01-03,12,17
2018-08-15,4,20
2018-10-13,15,5
2018-04-15,18,6
2018-05-28,5,17
2018-03-08,6,19
2018-11-19,5,12
2018-10-27,19,25
2018-05-02,8,22
2018-01-10,8,1
2018-12-15,14,11
2018-07-21,17,16
2018-12-24,16,4
2018-07-17,14,25
2018-01-17,7,22
2018-07-21,2,12
2018-02-22,12,4
2018-10-27,19,23
2018-04-26,15,2
2018-04-29,16,12
2018-07-27,18,17
2018-09-12,17,22
2018-08-18,3,4
2018-05-24,11,23
2018-04-22,5,3
2018-09-15,5,5
2018-04-07,20,17
2018-11-26,10,24
2018-08-29,15,24
2018-05-05,14,9
2018-11-05,5,20
2018-12-20,2,16
2018-05-13,5,11
2018-06-16,12,9
2018-03-04,16,6
2018-05-13,2,1
2018-08-25,15,6
2018-08-09,17,20
2018-03-02,10,20
2018-06-03,11,9
2018-06-05,1,10
2018-04-14,5,3
2018-08-28,12,4
2018-09-20,11,24
2018-06-22,1,11
2018-02-19,7,1
2018-07-13,13,14
2018-12-20,9,19
2018-09-10,1,18
2018-03-22,15,16
2018-10-05,18,17
2018-11-20,8,5
2018-11-28,20,10
2018-12-25,1,24
2018-02-04,6,2
2018-11-01,19,25
2018-07-07,2,23
2018-03-12,13,19
2018-01-17,20,12
2018-10-19,16,13
2018-03-06,9,17
2018-03-10,8,21
2018-11-17,10,11
2018-01-19,5,19
2018-02-06,14,20
2018-05-25,16,18
2018-06-17,8,10
2018-02-19,7,7
2018-04-07,12,12
2018-10-06,12,25
2018-01-03,2,13
2018-10-19,4,5
2018-09-28,9,4
2018-12-14,10,21
2018-04-09,18,6
2018-12-24,10,25
2018-10-12,2,1
2018-02-09,15,15
2018-01-22,18,7
2018-04-03,12,8
2018-12-02,5,5
2018-02-21,15,4
2018-07-01,19,5
2018-02-20,5,25
2018-08-22,13,13
2018-09-09,17,19
2018-10-28,6,6
2018-01-26,17,12
2018-01-07,9,10
2018-03-03,10,25
2018-05-08,15,11
2018-07-26,8,18
2018-04-26,1,9
2018-03-31,9,22
2018-09-25,20,11
2018-08-05,3,9
2018-09-06,14,18
2018-05-09,3,14
2018-07-12,10,10
2018-07-10,14,23
2018-01-21,1,15
2018-05-19,12,18
2018-12-19,16,5
2018-09-02,13,23
2018-05-27,9,14
2018-06-20,15,14
2018-11-26,10,4
2018-10-31,4,4
2018-05-21,10,2
2018-03-23,10,20
2018-08-24,16,16
2018-10-31,20,18
2018-03-15,2,11
2018-12-23,15,20
2018-01-23,3,7
2018-02-08,4,5
2018-04-05,11,15
2018-05-16,11,4
2018-02-15,18,14
2018-05-16,13,1
2018-06-26,7,11
2018-07-12,19,1
2018-07-16,3,23
2018-10-20,1,4
2018-07-03,2,12
2018-06-02,10,16
2018-09-19,17,24
2018-03-10,20,10
2018-11-03,3,20
2018-06-01,13,15
2018-05-12,18,13
2018-07-21,1,25
2018-09-24,12,19
2018-04-14,20,13
2018-03-06,15,5
2018-05-27,3,16
2018-01-11,2,17
2018-08-08,14,5
2018-11-15,10,18
2018-08-28,14,8
2018-12-03,19,6
2018-10-03,13,12
2018-04-12,8,24
2018-03-09,13,3
2018-11-22,20,18
2018-03-05,20,10
2018-03-28,14,16
2018-11-23,2,18
2018-09-19,2,6
2018-07-23,11,14
2018-08-25,15,24
2018-09-30,1,6
2018-05-04,10,2
2018-06-17,20,4
2018-07-24,11,17
2018-03-22,4,22
2018-03-24,7,2
2018-03-20,9,12
2018-02-26,20,19
2018-12-19,2,9
2018-07-18,10,16
2018-07-05,18,1
2018-10-09,4,16
2018-02-12,17,7
2018-02-23,17,9
2018-12-20,4,6
2018-02-05,20,5
2018-07-21,18,4
2018-11-26,3,16
2018-02-22,19,8
2018-07-05,14,20
2018-09-21,20,9
2018-01-06,3,13
2018-04-21,19,9
2018-10-05,11,3
2018-10-02,1,23
2018-03-05,5,17
2018-02-05,12,11
2018-04-12,2,12
2018-03-14,13,19
2018-01-01,15,9
2018-01-01,17,24
2018-04-02,7,25
2018-07-19,15,24
2018-07-11,20,24
2018-07-02,11,14
2018-09-21,15,8
2018-08-05,9,9
2018-07-13,17,11
2018-03-19,9,3
2018-05-09,18,24
2018-03-27,20,2
2018-03-13,5,10
2018-03-24,13,4
2018-04-20,1,20
2018-07-06,1,19
2018-07-16,6,2
2018-07-14,5,10
2018-02-08,12,14
2018-03-09,17,8
2018-06-24,12,15
2018-05-01,14,23
2018-10-27,6,11
2018-08-10,10,14
2018-02-19,9,24
2018-07-12,7,8
2018-10-06,10,21
2018-05-30,9,11
2018-07-13,16,19
2018-12-04,13,7
2018-09-15,6,11
2018-04-08,11,20
2018-05-05,7,9
2018-10-03,7,18
2018-01-26,17,19
2018-04-15,6,7
2018-10-30,6,25
2018-04-27,6,9
2018-05-24,3,24
2018-09-03,13,14
2018-01-01,7,11
2018-12-07,17,3
2018-11-08,8,23
2018-02-28,20,24
2018-01-19,15,22
2018-03-21,7,7
2018-11-16,5,18
2018-12-26,1,22
2018-01-21,7,12
2018-08-23,11,24
2018-05-07,15,14
2018-06-03,20,7
2018-03-02,19,6
2018-08-06,6,1
2018-12-04,17,12
2018-12-27,2,16
2018-10-02,19,8
2018-06-10,15,8
2018-12-05,19,12
2018-09-09,9,12
2018-10-22,6,12
2018-11-26,20,20
2018-03-25,12,9
2018-10-18,7,2
2018-07-18,18,9
2018-08-14,12,20
2018-10-13,19,11
2018-04-08,7,11
2018-09-03,4,14
2018-12-22,18,15
2018-08-16,6,23
2018-04-15,16,12
2018-07-25,2,20
2018-08-17,1,25
2018-02-04,16,4
2018-11-28,4,12
2018-02-11,12,15
2018-09-19,1,23
2018-11-09,7,22
2018-10-11,3,17
2018-09-06,17,25
2018-02-04,1,12
2018-01-12,9,21
2018-09-25,6,12
2018-11-13,2,20
2018-02-09,1,14
2018-06-16,14,15
2018-11-02,4,16
2018-08-21,1,13
2018-07-21,20,24
2018-06-26,1,7
2018-08-21,17,8
2018-06-22,12,9
2018-02-18,13,6
2018-01-21,10,12
2018-03-17,13,14
2018-02-06,20,14
2018-11-17,9,10
2018-07-26,5,9
2018-08-15,12,10
2018-09-02,19,21
2018-03-21,8,13
2018-05-03,3,9
2018-05-02,7,3
2018-12-08,18,5
2018-06-23,2,19
2018-01-14,14,8
2018-10-05,6,20
2018-06-20,18,21
2018-05-13,13,18
2018-06-04,17,24
2018-01-16,10,20
2018-09-05,14,24
2018-06-22,19,24
2018-10-15,4,11
2018-11-09,15,9
2018-12-01,6,11
2018-03-06,2,25
2018-05-21,8,13
2018-03-14,16,19
2018-02-08,16,23
2018-09-10,15,12
2018-11-04,18,1
2018-05-11,6,1
2018-10-26,17,21
2018-09-28,9,15
2018-01-20,11,4
2018-05-12,18,4
2018-03-31,13,12
2018-07-17,11,2
2018-02-18,10,10
2018-04-10,3,6
2018-04-09,9,13
2018-06-08,18,6
2018-02-01,9,5
2018-04-17,20,10
2018-07-22,14,11
2018-12-05,13,3
2018-03-09,15,6
2018-08-06,8,8
2018-09-11,7,12
2018-09-28,7,12
2018-06-27,15,6
2018-03-04,7,25
2018-05-02,6,16
2018-04-17,17,11
2018-12-15,6,2
2018-08-16,14,24
2018-03-12,4,2
2018-05-11,1,14
2018-04-30,8,19
2018-09-19,1,6
2018-05-10,12,5
2018-11-17,3,10
2018-06-07,8,24
2018-05-24,7,17
2018-11-08,4,20
2018-09-16,7,19
2018-05-12,3,8
2018-07-20,12,23
2018-01-08,2,16
2018-08-17,5,12
2018-02-08,4,15
2018-04-17,11,17
2018-08-15,20,10
2018-07-05,18,16
2018-06-24,3,20
2018-09-12,3,16
2018-05-31,8,24
2018-03-08,14,4
2018-04-29,20,14
2018-03-20,12,5
2018-06-20,14,8
2018-08-14,17,14
2018-02-13,20,11
2018-06-10,13,19
2018-06-10,18,6
2018-04-30,11,1
2018-06-02,3,7
2018-01-07,13,4
2018-03-23,11,15
2018-12-27,13,2
2018-07-05,8,17
2018-06-20,12,22
2018-07-02,19,14
2018-06-12,7,1
2018-01-04,18,17
2018-12-24,5,16
2018-11-08,9,5
2018-11-29,19,9
2018-02-20,19,18
2018-04-16,2,11
2018-06-05,8,1
